,,,,,,,,,,,,
Theme,Subtheme,Set #,Set Name,Age,Piece Count,Retirement Date,LEGO.com Link,,,,,"Notes: (Exclusivity, release, etc.)"
Miscellaneous,Braille ,40655,Play with Braille – French Alphabet,6+,287,"Dec 31, 2028",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Miscellaneous,Braille ,40656,Play with Braille – English Alphabet,6+,287,"Dec 31, 2028",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Miscellaneous,-,40719,Traditional Chess Set,9+,743,"Dec 31, 2028",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Miscellaneous,Braille ,40722,Play with Braille - German Alphabet,6+,287,"Dec 31, 2028",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Miscellaneous,Braille ,40723,Play with Braille - Italian Alphabet,6+,287,"Dec 31, 2028",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Miscellaneous,Braille ,40724,Play with Braille - Spanish Alphabet,6+,287,"Dec 31, 2028",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Miscellaneous,-,40863,Easter Egg Basket,7+,216,"Dec 31, 2028",US,CA,UK,AU,MX,
Miscellaneous,Holiday,40867,Love Letters,8+,345,"Dec 31, 2028",US,CA,UK,AU,MX,
Miscellaneous,- ,40871,Gift Box Celebration,7+,224,"Dec 31, 2028",US,CA,UK,AU,MX,
Miscellaneous,-,40920,Bugs Bunny,14+,605,"Dec 31, 2028",US,CA,UK,AU,MX,
Miscellaneous,Botanical Collection,40957,Spring Wreath,12+,747,"Dec 31, 2028",US,CA,UK,AU,MX,(NA) Exclusive to [TBD]
Monkie Kid,- ,80040,Monkie Kid's Combi Mech,7+,277,"Dec 31, 2027",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Monkie Kid,- ,80045,Monkey King Ultra Mech,10+,1705,"Dec 31, 2027",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Monkie Kid,-,80051,Monkie Kid's Mini Mech,8+,556,"Dec 31, 2027",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Monkie Kid,- ,80054,Megapolis City,10+,2330,"Dec 31, 2027",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Monkie Kid,-,80055,Monkie Kid's Team Power Truck,7+,712,"Dec 31, 2027",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Monkie Kid,-,80056,Nine-Headed Beast,9+,757,"Dec 31, 2027",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Monkie Kid,-,80057,Nezha's Ring of Fire Mech,9+,1163,"Dec 31, 2027",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Monkie Kid,-,80058,Celestial Pagoda,10+,1621,"Dec 31, 2027",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Monkie Kid,-,80065,Erlang's Celestial Mech,9+,807,"Dec 31, 2027",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Monkie Kid,-,80066,Mythical Creature Qilin,9+,791,"Dec 31, 2027",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Nike,-,43010,Nike Slam Dunk,10+,809,"Dec 31, 2026",US,CA,UK,AU,MX,
Nike,-,43021,Nike Dunk Trickshot,10+,454,"Dec 31, 2026",US,CA,UK,AU,MX,
Nike,-,43008,Nike Dunk,10+,1180,"Dec 31, 2027",US,CA,UK,AU,MX,
Nike,-,43025,Nike Air Max 95,12+,1213,"Dec 31, 2027",US,CA,UK,AU,MX,
Ninjago,-,71832,Thunderfang Dragon of Chaos,8+,668,"Jul 31, 2026",US,CA,UK,AU,MX,
Ninjago,-,71842,Rontu the Master Dragon,,,"Jul 31, 2026",US,CA,UK,AU,MX,
Ninjago,-,71843,Rogue's Mech Dragon Rider,,,"Jul 31, 2026",US,CA,UK,AU,MX,
Ninjago,-,71844,Ninja Combat Vehicle,,,"Jul 31, 2026",US,CA,UK,AU,MX,
Ninjago,-,71845,Lloyd's Jet Mech,,,"Jul 31, 2026",US,CA,UK,AU,MX,
Ninjago,-,71848,The Temple Bounty,,,"Jul 31, 2026",US,CA,UK,AU,MX,
Ninjago,-,30700,Arin vs. Dragonian Battle (Polybag),,,"Dec 31, 2026",n/a,n/a,n/a,n/a,n/a,
Ninjago,-,30723,Cole's Car (Polybag),6+,39,"Dec 31, 2026",n/a,n/a,n/a,n/a,n/a,
Ninjago,- ,71780,Kai's Ninja Race Car EVO,6+,94,"Dec 31, 2026",US,CA,UK,AU,MX,
Ninjago,-,71808,Kai's Elemental Fire Mech,7+,322,"Dec 31, 2026",US,CA,UK,AU,MX,
Ninjago,-,71814,Tournament Temple City,14+,3489,"Dec 31, 2026",US,CA,UK,AU,MX,
Ninjago,Battle Pack,71826,Dragon Spinjitzu Battle Pack,6+,186,"Dec 31, 2026",US,CA,UK,AU,MX,
Ninjago,-,71827,Zane's Action Mech,6+,92,"Dec 31, 2026",US,CA,UK,AU,MX,
Ninjago,-,71829,Lloyd's Green Forest Dragon,6+,128,"Dec 31, 2026",US,CA,UK,AU,MX,
Ninjago,-,71830,Kai's Storm Rider Mech,7+,333,"Dec 31, 2026",US,CA,UK,AU,MX,
Ninjago,-,71831,Ninja Spinjitzu Temple,4+,158,"Dec 31, 2026",US,CA,UK,AU,MX,
Ninjago,-,71834,Zane's Ultra Combiner Mech,9+,1187,"Dec 31, 2026",US,CA,UK,AU,MX,
Ninjago,-,71836,Arc Dragon of Focus,9+,869,"Dec 31, 2026",US,CA,UK,AU,MX,
Ninjago,-,71838,Kai's Motorcycle Speed Race,,,"Dec 31, 2026",US,CA,UK,AU,MX,
Ninjago,-,71839,Arin's Spinjitzu Battle Mech,,,"Dec 31, 2026",US,CA,UK,AU,MX,
Ninjago,-,71840,Rogue vs. Drix Race Car Duel,,,"Dec 31, 2026",US,CA,UK,AU,MX,
Ninjago,-,71846,The Fire Knight Mech,,,"Dec 31, 2026",US,CA,UK,AU,MX,
Ninjago,-,71847,The Guardian Dragon,,,"Dec 31, 2026",US,CA,UK,AU,MX,
Ninjago,-,71849,Nya vs. Mutation Monster Spinner,6+,49,"Dec 31, 2026",US,CA,UK,AU,MX,
Ninjago,-,71850,Lloyd vs. Earth Monster Spinner,6+,52,"Dec 31, 2026",US,CA,UK,AU,MX,
Ninjago,-,71854,Cole's Mission Mech,7+,364,"Dec 31, 2026",US,CA,UK,AU,MX,
Ninjago,-,71856,Jay's Transforming Car,8+,387,"Dec 31, 2026",US,CA,UK,AU,MX,
Ninjago,-,71857,Ninja Vehicle Tree House Battle,7+,642,"Dec 31, 2026",US,CA,UK,AU,MX,
Ninjago,-,71859,The Dragon of Life,9+,1050,"Jul 31, 2027",US,CA,UK,AU,MX,
Ninjago,-,71867,X-1 Ninja Charger 15th Anniversary ,14+,691,"Jul 31, 2027",US,CA,UK,AU,MX,
Ninjago,-,71865,Zane's Ice Dragon Battle,4+,141,"Jul 31, 2027",US,CA,UK,AU,MX,
Ninjago,-,71869,Land Bounty,,1214,"Jul 31, 2027",US,CA,UK,AU,MX,
Ninjago,Modular Building,71837,NINJAGO City Workshops,14+,3244,"Dec 31, 2027",US,CA,UK,AU,MX,
Ninjago,Battle Pack,71851,Kai's Dragon Mech Battle Pack,6+,85,"Dec 31, 2027",US,CA,UK,AU,MX,
Ninjago,-,71853,Jay's Dragon Mech Fight,4+,107,"Dec 31, 2027",US,CA,UK,AU,MX,
Ninjago,-,71855,Ninja Dragon Riyu's Battle,7+,347,"Dec 31, 2027",US,CA,UK,AU,MX,
Ninjago,-,71858,Four Weapons Blacksmith 15th Anniversary,14+,1259,"Dec 31, 2027",US,CA,UK,AU,MX,
Ninjago,-,71860,Lloyd's Titan Mech,14+,1293,"Dec 31, 2027",US,CA,UK,AU,MX,
Ninjago,-,71861,The Old Town 15th Anniversary,14+,4851,"Dec 31, 2027",US,CA,UK,AU,MX,
Ninjago,-,71866,Ninja Character Display,14+,447,"Dec 31, 2027",US,CA,UK,AU,MX,
Ninjago,-,71862,Lloyd's Dragon Mech Battle Pack,,81,"Dec 31, 2027",US,CA,UK,AU,MX,
Ninjago,-,71863,Zilvar and Grimtak the Dragon Beast,,232,"Dec 31, 2027",US,CA,UK,AU,MX,
Ninjago,-,71864,Kai and Cole's Combiner Vehicles,,394,"Dec 31, 2027",US,CA,UK,AU,MX,
Ninjago,-,71868,Wyldfyre's Transforming Dragon Mech,,821,"Dec 31, 2027",US,CA,UK,AU,MX,
Ninjago,-,71870,The Twin Titan Mechs,,1707,"Dec 31, 2027",US,CA,UK,AU,MX,
Ninjago,-,71871,Battle at the Dragon's Blade,,1016,"Dec 31, 2027",US,CA,UK,AU,MX,
Ninjago,-,71872,Ultra Dragon Battle,,2178,"Dec 31, 2027",US,CA,UK,AU,MX,
Ninjago,-,71828,Lloyd's Pull-Back Race Car,7+,181,"Dec 31, 2028",US,CA,UK,AU,MX,
One Piece,- ,75638,Battle at Arlong Park,9+,926,"Jul 31, 2026",US,CA,UK,AU,MX,
One Piece,-,75636,Windmill Village Hut,8+,301,"Dec 31, 2026",US,CA,UK,AU,MX,
One Piece,-,75637,Buggy the Clown’s Circus Tent,8+,573,"Dec 31, 2026",US,CA,UK,AU,MX,
One Piece,- ,75640,The Baratie Floating Restaurant,18+,3402,"Jul 31, 2027",US,CA,UK,AU,MX,
One Piece,-,75641,Dr. Hiriluk's Hideout,,271,"Jul 31, 2027",US,CA,UK,AU,MX,
One Piece,-,75639,The Going Merry Pirate Ship,10+,1376,"Dec 31, 2027",US,CA,UK,AU,MX,
One Piece,- ,75647,Gum-Gum Fruit,9+,482,"Dec 31, 2027",US,CA,UK,AU,MX,
One Piece,-,75642,Showdown with Captain Smoker,,547,"Dec 31, 2027",US,CA,UK,AU,MX,
One Piece,Buildable Figure,75643,Tony Tony Chopper,,577,"Dec 31, 2027",US,CA,UK,AU,MX,
One Piece,-,75644,Dorry vs. Brogy - Giants of Little Garden,,733,"Dec 31, 2027",US,CA,UK,AU,MX,
One Piece,-,75645,Battle at Drum Castle,,1038,"Dec 31, 2027",US,CA,UK,AU,MX,
One Piece,-,75646,Garp's Marine Battleship,,1705,"Dec 31, 2027",US,CA,UK,AU,MX,
Pokémon,-,30729,Premier Ball (Polybag),7+,46,"Dec 31, 2027",US,CA,UK,AU,MX,
Pokémon,-,30730,Trainer Supplies (Polybag),6+,56,"Dec 31, 2027",US,CA,UK,AU,MX,
Pokémon,-,72151,Eevee,18+,587,"Dec 31, 2027",US,CA,UK,AU,MX,
Pokémon,-,72152,Pikachu and Poké Ball,18+,2050,"Dec 31, 2027",US,CA,UK,AU,MX,
Pokémon,-,72153,"Venusaur, Charizard and Blastoise",18+,6838,"Dec 31, 2027",US,CA,UK,AU,MX,
Pokémon,SMART Play,72155,Berry Bash with Bulbasaur and Bidoof,,240,"Dec 31, 2027",US,CA,UK,AU,MX,
Pokémon,SMART Play,72156, Trainer's Buggy Adventure with Squirtle,,320,"Dec 31, 2027",US,CA,UK,AU,MX,
Pokémon,SMART Play,72157,Charmander and Geodude's Cavern Clash,,198,"Dec 31, 2027",US,CA,UK,AU,MX,
Pokémon,SMART Play,72158,"Sprigatito, Fuecoco and Quaxly Battle",,313,"Dec 31, 2027",US,CA,UK,AU,MX,
Pokémon,SMART Play,72159,Jigglypuff Concert,,88,"Dec 31, 2027",US,CA,UK,AU,MX,
Pokémon,SMART Play,72161,Drone Search for Mythical Mew,,429,"Dec 31, 2027",US,CA,UK,AU,MX,
Pokémon,SMART Play,72162,Eevee and Lapras's Treasure Hunt,,623,"Dec 31, 2027",US,CA,UK,AU,MX,
Pokémon,SMART Play,72163,Mewtwo's Lab Break,,605,"Dec 31, 2027",US,CA,UK,AU,MX,
Pokémon,SMART Play,72164,Training House with Pikachu,,400,"Dec 31, 2027",US,CA,UK,AU,MX,
Pokémon,SMART Play,72165,Umbreon vs. Garchomp Championship Battle,,831,"Dec 31, 2027",US,CA,UK,AU,MX,
Pokémon,SMART Play,72166,Cubone and Gengar's Spooky Showdown,,782,"Dec 31, 2027",US,CA,UK,AU,MX,
Pokémon,SMART Play,72167,Charizard vs. Jolteon Ultimate Battle,,751,"Dec 31, 2027",US,CA,UK,AU,MX,
Powered Up,-,45601,Large Hub,,,"Jun 30, 2026",US,CA,UK,AU,MX,
Powered Up,-,45602,Large Angular Motor,,,"Jun 30, 2026",US,CA,UK,AU,MX,
Powered Up,-,45603,Medium Angular Motor,,,"Jun 30, 2026",US,CA,UK,AU,MX,
Powered Up,-,45604,Distance Sensor,,,"Jun 30, 2026",US,CA,UK,AU,MX,
Powered Up,-,45605,Colour Sensor,,,"Jun 30, 2026",US,CA,UK,AU,MX,
Powered Up,-,45606,Force Sensor,,,"Jun 30, 2026",US,CA,UK,AU,MX,
Powered Up,-,45607,Small Angular Motor,,,"Jun 30, 2026",US,CA,UK,AU,MX,
Powered Up,-,45608,3×3 Color Light Matrix,,,"Jun 30, 2026",US,CA,UK,AU,MX,
Powered Up,-,45609,Small Hub,6+,2,"Jun 30, 2026",US,CA,UK,AU,MX,
Powered Up,-,45610,Large hub battery,,,"Jun 30, 2026",US,CA,UK,AU,MX,
Powered Up,-,45611,Micro USB connector cable,,,"Jun 30, 2026",US,CA,UK,AU,MX,
Powered Up,-,88019,LEGO USB Power Adapter,7+,1,"Dec 31, 2027",US,CA,UK,AU,MX,
Powered Up,-,45612,Small Hub Battery,6+,1,"Jun 30, 2028",US,CA,UK,AU,MX,
Powered Up,-,88020,USB Power Adapter,,,"Dec 31, 2028",US,CA,UK,AU,MX,
Powered Up,-,88005,Headlight Set,7+,1,"Dec 31, 2030",US,CA,UK,AU,MX,
Powered Up,-,88012,Technic Hub,7+,1,"Dec 31, 2030",US,CA,UK,AU,MX,
Powered Up,-,88013,Technic Large Motor,7+,1,"Dec 31, 2030",US,CA,UK,AU,MX,
Powered Up,-,88015,Battery Box,7+,1,"Dec 31, 2030",US,CA,UK,AU,MX,
Powered Up,-,88021,Rechargeable Battery,7+,3,"Dec 31, 2030",US,CA,UK,AU,MX,
Powered Up,-,88009,Hub,7+,1,"Dec 31, 2031",US,CA,UK,AU,MX,
Powered Up,-,88010,Remote Control,7+,1,"Dec 31, 2031",US,CA,UK,AU,MX,
Powered Up,-,88011,Train Motor,7+,7,"Dec 31, 2031",US,CA,UK,AU,MX,
Shrek,Buildable Figure,72423,"Shrek, Donkey & Puss in Boots",18+,1403,"Dec 31, 2027",US,CA,UK,AU,MX,
Sonic,-,77003,Super Shadow vs. Biolizard,9+,419,"Jul 31, 2026",US,CA,UK,AU,MX,
Sonic,-,30733,Badnik: Skorp (Polybag),6+,80,"Dec 31, 2026",n/a,n/a,n/a,n/a,n/a,
Sonic,-,77001,Sonic's Campfire Clash,7+,177,"Dec 31, 2026",US,CA,UK,AU,MX,
Sonic,-,77002,Cyclone vs. Metal Sonic,8+,290,"Dec 31, 2026",US,CA,UK,AU,MX,
Sonic,-,77005,Knuckles vs. Dr. Eggman Egg Crusher Mech,,,"Dec 31, 2026",US,CA,UK,AU,MX,
Sonic,-,77006,Team Sonic Command Truck,,,"Dec 31, 2026",US,CA,UK,AU,MX,
Sonic,-,77117,Sonic: Speedster Lightning,7+,126,"Dec 31, 2026",US,CA,UK,AU,MX,
Sonic,-,77118,Silver's Car vs. Knuckles' Monster Truck,8+,378,"Dec 31, 2026",US,CA,UK,AU,MX,
Sonic,-,77119,Tails' Tornado-1,,310,"Jul 31, 2027",US,CA,UK,AU,MX,
Sonic,-,77120,Shadow's Mech vs. G.U.N. Trooper,,374,"Jul 31, 2027",US,CA,UK,AU,MX,
Sonic,-,40926,SEGA Mega Drive Console,,479,"Dec 31, 2027",US,CA,UK,AU,MX,
Speed Champions,Movie Cars,76917,2 Fast 2 Furious Nissan Skyline GT-R (R34),9+,319,"Jul 31, 2026",US,CA,UK,AU,MX,
Speed Champions,Formula 1,76934,Ferrari F40 Supercar,9+,318,"Jul 31, 2026",US,CA,UK,AU,MX,
Speed Champions,Formula 1,30734,Mini F1 ACADEMY Car (Polybag),7+,58,"Dec 31, 2026",n/a,n/a,n/a,n/a,n/a,
Speed Champions,-,76924,Mercedes-AMG G 63 & Mercedes-AMG SL 63,10+,808,"Dec 31, 2026",US,CA,UK,AU,MX,
Speed Champions,Formula 1,77242,Ferrari SF-24 F1 Race Car,10+,275,"Dec 31, 2026",US,CA,UK,AU,MX,
Speed Champions,Formula 1,77243,Oracle Red Bull Racing RB20 F1 Race Car,18+,251,"Dec 31, 2026",US,CA,UK,AU,MX,
Speed Champions,Formula 1,77244,Mercedes-AMG PETRONAS W15 F1 Race Car,10+,267,"Dec 31, 2026",US,CA,UK,AU,MX,
Speed Champions,Formula 1,77245,Aston Martin Aramco F1 AMR24 Race Car,10+,269,"Dec 31, 2026",US,CA,UK,AU,MX,
Speed Champions,Formula 1,77246,Visa Cash App VCARB 01 F1 Race Car,18+,248,"Dec 31, 2026",US,CA,UK,AU,MX,
Speed Champions,Formula 1,77248,BWT Alpine F1 Team A524 Race Car,10+,258,"Dec 31, 2026",US,CA,UK,AU,MX,
Speed Champions,Formula 1,77249,Williams Racing FW46 F1 Race Car,10+,263,"Dec 31, 2026",US,CA,UK,AU,MX,
Speed Champions,Formula 1,77250,MoneyGram Haas F1 Team VF-24 Race Car,10+,242,"Dec 31, 2026",US,CA,UK,AU,MX,
Speed Champions,Formula 1,77251,McLaren MCL38 F1 Team Race Car,10+,269,"Dec 31, 2026",US,CA,UK,AU,MX,
Speed Champions,Formula 1,77259,Audi Revolut F1 Team R26 Race Car,10+,216,"Dec 31, 2026",US,CA,UK,AU,MX,
Speed Champions,-,77237,Dodge Challenger SRT Hellcat,9+,390,"Jul 31, 2027",US,CA,UK,AU,MX,
Speed Champions,-,77238,Lamborghini Revuelto & Huracán STO,10+,607,"Jul 31, 2027",US,CA,UK,AU,MX,
Speed Champions,-,77239,Porsche 911 GT3 RS,9+,348,"Jul 31, 2027",US,CA,UK,AU,MX,
Speed Champions,-,77240,Bugatti Centodieci,9+,291,"Jul 31, 2027",US,CA,UK,AU,MX,
Speed Champions,Movie Cars,77252,APXGP Team Race Car from F1 The Movie,10+,268,"Jul 31, 2027",US,CA,UK,AU,MX,
Speed Champions,Movie Cars,77241,2 Fast 2 Furious Honda S2000,9+,300,"Dec 31, 2027",US,CA,UK,AU,MX,(US) Exclusive to Walmart
Speed Champions,-,77253,Bugatti Vision Gran Turismo,9+,284,"Dec 31, 2027",US,CA,UK,AU,MX,
Speed Champions,-,77254,Ferrari SF90 XX Stradale,9+,339,"Dec 31, 2027",US,CA,UK,AU,MX,
Speed Champions,Disney,77255,Lightning McQueen,9+,274,"Dec 31, 2027",US,CA,UK,AU,MX,
Speed Champions,Movie Cars,77256,Time Machine from Back to the Future,9+,357,"Dec 31, 2027",US,CA,UK,AU,MX,
Speed Champions,-,77257,McLaren W1,9+,287,"Dec 31, 2027",US,CA,UK,AU,MX,
Speed Champions,-,77258,F1 ACADEMY LEGO Race Car,10+,201,"Dec 31, 2027",US,CA,UK,AU,MX,
Speed Champions,-,77262,Ken Block's '65 Ford Mustang Hoonicorn V1,9+,345,"Dec 31, 2028",US,CA,UK,AU,MX,
Speed Champions,Movie Cars,77260,Fast & Furious Toyota Supra MK4,,292,"Dec 31, 2028",US,CA,UK,AU,MX,
Speed Champions,-,77261,Ferrari 499P,,329,"Dec 31, 2028",US,CA,UK,AU,MX,
Speed Champions,-,77263,BMW M3 (E30),,358,"Dec 31, 2028",US,CA,UK,AU,MX,
Speed Champions,-,77264,Jaguar F-TYPE Project 7 & Land Rover Defender Classic,,740,"Dec 31, 2028",US,CA,UK,AU,MX,
Star Wars,- ,75325,The Mandalorian's N-1 Starfighter,9+,412,"Jul 31, 2026",US,CA,UK,AU,MX,
Star Wars,- ,75333,Obi-Wan Kenobi's Jedi Starfighter,7+,282,"Jul 31, 2026",US,CA,UK,AU,MX,
Star Wars,- ,75337,AT-TE Walker,9+,1082,"Jul 31, 2026",US,CA,UK,AU,MX,
Star Wars,Battle Pack,75345,501st Clone Troopers Battle Pack,6+,119,"Jul 31, 2026",US,CA,UK,AU,MX,
Star Wars,- ,75347,TIE Bomber,9+,625,"Jul 31, 2026",US,CA,UK,AU,MX,
Star Wars,Helmet Collection,75349,Captain Rex Helmet,18+,854,"Jul 31, 2026",US,CA,UK,AU,MX,
Star Wars,Midi-scale,75356,Executor Super Star Destroyer,18+,630,"Jul 31, 2026",US,CA,UK,AU,MX,"(US, CA) Exclusive to Walmart | (DE/UK) Smyths"
Star Wars,Battle Pack,75373,Ambush On Mandalore Battle Pack,6+,109,"Jul 31, 2026",US,CA,UK,AU,MX,Connects with 75386
Star Wars,Rebuild the Galaxy,75388,Jedi Bob's Starfighter,8+,305,"Jul 31, 2026",US,CA,UK,AU,MX,
Star Wars,Microfighter,75391,Captain Rex Y-Wing Microfighter,6+,99,"Jul 31, 2026",US,CA,UK,AU,MX,
Star Wars,-,75401,Ahsoka's Jedi Interceptor,8+,290,"Jul 31, 2026",US,CA,UK,AU,MX,
Star Wars,Midi-scale,75404,Acclamator-class Assault Ship,18+,450,"Jul 31, 2026",US,CA,UK,AU,MX,
Star Wars,Midi-scale,75405,Home One Starcruiser,18+,559,"Jul 31, 2026",US,CA,UK,AU,MX,
Star Wars,-,30727,TIE Advanced (Polybag),6+,68,"Dec 31, 2026",n/a,n/a,n/a,n/a,n/a,
Star Wars,-,30728,The Razor Crest (Polybag),6+,74,"Dec 31, 2026",n/a,n/a,n/a,n/a,n/a,
Star Wars,Ultimate Collector Series,75192,Millennium Falcon,16+,7541,"Dec 31, 2026",US,CA,UK,AU,MX,
Star Wars,Helmet Collection,75328,The Mandalorian Helmet,18+,584,"Dec 31, 2026",US,CA,UK,AU,MX,
Star Wars,Ultimate Collector Series,75367,Venator-class Republic Attack Cruiser,18+,5374,"Dec 31, 2026",US,CA,UK,AU,MX,(DE) Exclusive to Alternate | (UK) Argos
Star Wars,Battle Pack,75372,Clone Trooper & Battle Droid Battle Pack,7+,215,"Dec 31, 2026",US,CA,UK,AU,MX,
Star Wars,Ultimate Collector Series,75382,TIE Interceptor,18+,1931,"Dec 31, 2026",US,CA,UK,AU,MX,
Star Wars,Rebuild the Galaxy,75389,The Dark Falcon,10+,1579,"Dec 31, 2026",US,CA,UK,AU,MX,
Star Wars,Ultimate Collector Series,75397,Jabba's Sail Barge,18+,3942,"Dec 31, 2026",US,CA,UK,AU,MX,
Star Wars,-,75399,Rebel U-wing Starfighter,8+,594,"Dec 31, 2026",US,CA,UK,AU,MX,
Star Wars,Microfighter,75400,Plo Koon's Jedi Starfighter Microfighter,6+,89,"Dec 31, 2026",US,CA,UK,AU,MX,(US) Exclusive to Walmart until August
Star Wars,Midi-scale,75406,Kylo Ren's Command Shuttle,18+,386,"Dec 31, 2026",US,CA,UK,AU,MX,(US) Exclusive to Walmart
Star Wars,-,75410,Mando and Grogu's N-1 Starfighter,4+,92,"Dec 31, 2026",US,CA,UK,AU,MX,
Star Wars,Battle Pack,75412,Death Trooper & Night Trooper Battle Pack,6+,119,"Dec 31, 2026",US,CA,UK,AU,MX,(US) Exclusive to Walmart until August
Star Wars,-,75413,Republic Juggernaut,9+,813,"Dec 31, 2026",US,CA,UK,AU,MX,
Star Wars,Rebuild the Galaxy,75414,The Force Burner Snowspeeder,7+,349,"Dec 31, 2026",US,CA,UK,AU,MX,
Star Wars,Helmet Collection,75415,Kylo Ren Helmet,18+,529,"Dec 31, 2026",US,CA,UK,AU,MX,(US) Exclusive to Walmart
Star Wars,Buildable Figure,75428,Battle Droid with STAP,12+,1088,"Dec 31, 2026",US,CA,UK,AU,MX,(WW) Exclusive to Amazon
Star Wars,Helmet Collection,75429,AT-AT Driver Helmet,18+,730,"Dec 31, 2026",US,CA,UK,AU,MX,(US) Exclusive to Target
Star Wars,Buildable Figure,75430,Wicket the Ewok,12+,1010,"Dec 31, 2026",US,CA,UK,AU,MX,(US) TBA exclusive
Star Wars,- ,75435,Battle of Felucia Separatist MTT,9+,976,"Dec 31, 2026",US,CA,UK,AU,MX,
Star Wars,Holiday,75456,LEGO Star Wars Advent Calendar 2026,,293,"Dec 31, 2026",US,CA,UK,AU,MX,
Star Wars,-,75394,Imperial Star Destroyer,10+,1555,"Jul 31, 2027",US,CA,UK,AU,MX,(US) Exclusive to Amazon
Star Wars,-,75402,ARC-170 Starfighter,9+,497,"Jul 31, 2027",US,CA,UK,AU,MX,
Star Wars,Helmet Collection,75408,Jango Fett Helmet,18+,616,"Jul 31, 2027",US,CA,UK,AU,MX,
Star Wars,Character Mech,75411,Darth Maul Mech,6+,143,"Jul 31, 2027",US,CA,UK,AU,MX,(US) Exclusive to Walmart until August
Star Wars,Buildable Figure,75416,Chopper (C1-10P),10+,1039,"Jul 31, 2027",US,CA,UK,AU,MX,
Star Wars,Battle Pack,75431,327th Star Corps Battle Pack ,7+,258,"Jul 31, 2027",US,CA,UK,AU,MX,
Star Wars,- ,75432,V-19 Torrent Starfighter,9+,567,"Jul 31, 2027",US,CA,UK,AU,MX,
Star Wars,Buildable Figure,75434,K-2SO,10+,845,"Jul 31, 2027",US,CA,UK,AU,MX,
Star Wars,-,75437,Cobb Vanth's Speeder,7+,207,"Jul 31, 2027",US,CA,UK,AU,MX,
Star Wars,Bust,75438,Yoda Bust,18+,399,"Jul 31, 2027",US,CA,UK,AU,MX,
Star Wars,-,75445,Anzellan Starship,9+,701,"Jul 31, 2027",US,CA,UK,AU,MX,
Star Wars,Battle Pack,75449,Siege of Mandalore Battle Pack,6+,116,"Jul 31, 2027",US,CA,UK,AU,MX,
Star Wars,Holiday,40806,Gingerbread AT-AT,10+,697,"Dec 31, 2027",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Star Wars,Midi-scale,75375,Millennium Falcon,18+,921,"Dec 31, 2027",US,CA,UK,AU,MX,
Star Wars,Buildable Figure,75379,R2-D2,10+,1050,"Dec 31, 2027",US,CA,UK,AU,MX,
Star Wars,Buildable Figure,75398,C-3PO,18+,1138,"Dec 31, 2027",US,CA,UK,AU,MX,
Star Wars,Buildable Figure,75403,Grogu with Hover Pram,10+,1048,"Dec 31, 2027",US,CA,UK,AU,MX,
Star Wars,Logo,75407,Brick-Built Star Wars Logo,18+,700,"Dec 31, 2027",US,CA,UK,AU,MX,
Star Wars,Ultimate Collector Series,75409,Jango Fett's Starship,18+,2970,"Dec 31, 2027",US,CA,UK,AU,MX,
Star Wars,Ultimate Collector Series,75417,AT-ST Walker,18+,1513,"Dec 31, 2027",US,CA,UK,AU,MX,
Star Wars,SMART Play,75421,SMART Play: Darth Vader's TIE Fighter,8+,473,"Dec 31, 2027",US,CA,UK,AU,MX,
Star Wars,SMART Play,75423,SMART Play: Luke Skywalker's X-wing,6+,584,"Dec 31, 2027",US,CA,UK,AU,MX,
Star Wars,SMART Play,75427,SMART Play: Throne Room Duel,9+,962,"Dec 31, 2027",US,CA,UK,AU,MX,
Star Wars,-,75433,Jango Fett's Starship,9+,707,"Dec 31, 2027",US,CA,UK,AU,MX,
Star Wars,-,75436,The Mandalorian & Grogu's Speeder Bike,6+,58,"Dec 31, 2027",US,CA,UK,AU,MX,
Star Wars,Bust,75439,Darth Vader Bust,18+,349,"Dec 31, 2027",US,CA,UK,AU,MX,
Star Wars,Midi-scale,75440,AT-AT,18+,525,"Dec 31, 2027",US,CA,UK,AU,MX,
Star Wars,Midi-scale,75441,Venator-class Attack Cruiser,18+,643,"Dec 31, 2027",US,CA,UK,AU,MX,
Star Wars,Buildable Figure,75443,Grogu's Homestead,4+,107,"Dec 31, 2027",US,CA,UK,AU,MX,
Star Wars,-,75448,Clone Shock Trooper Mech,6+,151,"Dec 31, 2027",US,CA,UK,AU,MX,
Star Wars,-,75460,New Republic X-Wing Starfighter,9+,558,"Dec 31, 2027",US,CA,UK,AU,MX,
